고유 ID,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익,관리자,지역-1,주문 번호-1,반품?
442,2016-02-18,2016-02-22,표준 배송,EH-14005,문승민,홈 오피스,평택시,경기도,대한민국,TEC-AC-10000221,사무기기,악세사리,"Belkin Memory Card, Programmable",427090.32,6,0.4,-135276.48,김성식,수도권,,
448,2016-11-13,2016-11-17,표준 배송,SH-20395,하태우,소비자,화천군,강원도,대한민국,FUR-CH-10004826,가구,의자,"Hon Steel Folding Chair, Set of Two",153618.12,2,0.1,66530.52,박진석,강원,,
479,2016-01-13,2016-01-18,표준 배송,RD-19585,배승지,소비자,포항시,경상북도,대한민국,OFF-PA-10004673,사무용품,종이,"Enermax Message Books, 8.5 x 11",44835.12,3,0.45,-15569.28,최진수,영남,,
480,2016-01-13,2016-01-18,표준 배송,RD-19585,배승지,소비자,포항시,경상북도,대한민국,FUR-BO-10001753,가구,책장,"Dania Stackable Bookrack, Traditional",80256.15,1,0.35,11100.15,최진수,영남,,
481,2016-01-13,2016-01-18,표준 배송,RD-19585,배승지,소비자,포항시,경상북도,대한민국,TEC-MA-10000345,사무기기,전산기기,"Konica Phone, Red",191265.3,3,0.25,-17855.1,최진수,영남,,
482,2016-01-13,2016-01-18,표준 배송,RD-19585,배승지,소비자,포항시,경상북도,대한민국,OFF-SU-10000932,사무용품,일반 사무용품,"Elite Shears, Steel",52072.02,2,0.45,-38871.18,최진수,영남,,
483,2016-01-13,2016-01-18,표준 배송,RD-19585,배승지,소비자,포항시,경상북도,대한민국,FUR-BO-10002032,가구,책장,"Ikea Stackable Bookrack, Pine",164331.18,2,0.35,-27836.82,최진수,영남,,
484,2016-01-13,2016-01-18,표준 배송,RD-19585,배승지,소비자,포항시,경상북도,대한민국,OFF-BI-10002682,사무용품,바인더,"Cardinal Binding Machine, Economy",129451.77,3,0.15,28930.77,최진수,영남,,
487,2016-08-11,2016-08-16,표준 배송,AS-10630,서경미,홈 오피스,남구,울산광역시,대한민국,OFF-EN-10003463,사무용품,봉투,"Jiffy Peel and Seal, Recycled",172675.8,9,0,67197.6,최진수,영남,,
503,2016-08-23,2016-08-30,표준 배송,Co-12640,소연우,소비자,가평군,경기도,대한민국,FUR-BO-10001860,가구,책장,"Sauder Corner Shelving, Traditional",300492,2,0,108140.4,김성식,수도권,,
506,2016-01-31,2016-02-04,표준 배송,TP-21415,신혜림,소비자,여주시,경기도,대한민국,OFF-BI-10004240,사무용품,바인더,"Cardinal Binding Machine, Recycled",138058.02,3,0.1,55162.62,김성식,수도권,,
545,2016-05-17,2016-05-24,표준 배송,TB-21595,백인수,소비자,안산시,경기도,대한민국,OFF-BI-10001326,사무용품,바인더,"Cardinal Binder, Recycled",21710.7,3,0.5,-10878.3,김성식,수도권,,
562,2016-05-22,2016-05-26,표준 배송,JS-15685,우희수,기업 고객,전주시,전라북도,대한민국,TEC-AC-10004848,사무기기,악세사리,"SanDisk Memory Card, Erganomic",449697.6,4,0,40392,정신,호남,,
577,2016-12-01,2016-12-07,표준 배송,JK-15325,이우준,기업 고객,계룡시,충청남도,대한민국,TEC-CO-10001410,사무기기,복사기,"Canon Personal Copier, High-Speed",575035.2,4,0,17136,금나나,충청,,
581,2016-06-23,2016-06-27,표준 배송,WB-21850,유미리,소비자,성주군,경상북도,대한민국,OFF-LA-10001672,사무용품,라벨,"Avery Legal Exhibit Labels, Alphabetical",12066.192,2,0.47,-8007.408,최진수,영남,,
584,2016-03-28,2016-04-02,빠른 배송,CK-12325,명연아,홈 오피스,진천군,충청북도,대한민국,OFF-SU-10001869,사무용품,일반 사무용품,"Stiletto Scissors, Steel",46940.4,2,0,918,금나나,충청,,
590,2016-03-13,2016-03-18,표준 배송,PV-18985,권현숙,홈 오피스,태안군,충청남도,대한민국,TEC-CO-10004267,사무기기,복사기,"Brother Ink, Laser",195319.8,2,0.35,-66126.6,금나나,충청,,
591,2016-03-13,2016-03-18,표준 배송,PV-18985,권현숙,홈 오피스,태안군,충청남도,대한민국,FUR-CH-10003419,가구,의자,"Hon Steel Folding Chair, Black",181282.05,3,0.25,-26644.95,금나나,충청,,
592,2016-03-13,2016-03-18,표준 배송,PV-18985,권현숙,홈 오피스,태안군,충청남도,대한민국,FUR-BO-10001216,가구,책장,"Sauder 3-Shelf Cabinet, Mobile",224359.2,2,0.35,17258.4,금나나,충청,,
593,2016-11-20,2016-11-26,표준 배송,TS-21655,김소아,소비자,계양구,인천광역시,대한민국,OFF-AR-10002109,사무용품,필기구,"Binney & Smith Sketch Pad, Fluorescent",97063.2,2,0,27172.8,김성식,수도권,,
597,2016-05-09,2016-05-15,표준 배송,JL-15835,최민종,소비자,경주시,경상북도,대한민국,OFF-FA-10004298,사무용품,파스너,"Stockwell Staples, Bulk Pack",44064,4,0,16279.2,최진수,영남,,
598,2016-05-09,2016-05-15,표준 배송,JL-15835,최민종,소비자,경주시,경상북도,대한민국,TEC-MA-10000555,사무기기,전산기기,"Panasonic Card Printer, Red",523168.2,3,0,0,최진수,영남,,
599,2016-05-09,2016-05-15,표준 배송,JL-15835,최민종,소비자,경주시,경상북도,대한민국,OFF-LA-10001191,사무용품,라벨,"Harbour Creations File Folder Labels, Alphabetical",43605,5,0,16065,최진수,영남,,
620,2016-12-10,2016-12-10,당일 배송,CC-12670,성윤성,소비자,강남구,서울특별시,대한민국,OFF-LA-10002493,사무용품,라벨,"Hon Color Coded Labels, Adjustable",10924.2,2,0.5,-8353.8,김성식,수도권,,
621,2016-12-10,2016-12-10,당일 배송,CC-12670,성윤성,소비자,강남구,서울특별시,대한민국,OFF-AP-10001197,사무용품,가전,"KitchenAid Stove, Red",1163106,4,0.5,-651351.6,김성식,수도권,,
622,2016-05-25,2016-05-27,빠른 배송,RS-19870,배창재,홈 오피스,수원시,경기도,대한민국,OFF-EN-10004649,사무용품,봉투,"Cameo Mailers, with clear poly window",85068,2,0,28029.6,김성식,수도권,,
629,2016-12-28,2017-01-01,표준 배송,VT-21700,안현성,홈 오피스,서초구,서울특별시,대한민국,OFF-ST-10004897,사무용품,수납용품,"Tenex Folders, Blue",35526.6,3,0.5,-2845.8,김성식,수도권,,
630,2016-12-28,2017-01-01,표준 배송,VT-21700,안현성,홈 오피스,서초구,서울특별시,대한민국,FUR-BO-10002308,가구,책장,"Safco Floating Shelf Set, Metal",480297.6,3,0.2,0,김성식,수도권,,
631,2016-12-28,2017-01-01,표준 배송,VT-21700,안현성,홈 오피스,서초구,서울특별시,대한민국,FUR-CH-10004306,가구,의자,"SAFCO Bag Chairs, Red",161372.16,4,0.2,3965.76,김성식,수도권,,
632,2016-12-28,2017-01-01,표준 배송,VT-21700,안현성,홈 오피스,서초구,서울특별시,대한민국,OFF-FA-10000838,사무용품,파스너,"Stockwell Push Pins, Assorted Sizes",18084.6,3,0.5,-17809.2,김성식,수도권,,
642,2016-10-02,2016-10-08,표준 배송,CA-12775,장민준,소비자,동구,광주광역시,대한민국,OFF-AP-10001254,사무용품,가전,"KitchenAid Coffee Grinder, Red",215638.2,3,0,84088.8,정신,호남,,
643,2016-10-02,2016-10-08,표준 배송,CA-12775,장민준,소비자,동구,광주광역시,대한민국,FUR-TA-10001786,가구,탁자,"Chromcraft Computer Table, with Bottom Storage",3618388.8,8,0,795844.8,정신,호남,,
644,2016-10-02,2016-10-08,표준 배송,CA-12775,장민준,소비자,동구,광주광역시,대한민국,OFF-PA-10004930,사무용품,종이,"Xerox Note Cards, Recycled",134028,5,0,56151,정신,호남,,
660,2016-02-07,2016-02-12,표준 배송,SC-20800,손슬현,소비자,아산시,충청남도,대한민국,FUR-BO-10000035,가구,책장,"Dania Classic Bookcase, Pine",1261056.6,3,0,529594.2,금나나,충청,,
661,2016-02-07,2016-02-12,표준 배송,SC-20800,손슬현,소비자,아산시,충청남도,대한민국,FUR-BO-10004679,가구,책장,"Safco Library with Doors, Pine",2792739.6,7,0,307162.8,금나나,충청,,
671,2016-11-29,2016-12-01,특급 배송,KH-16630,반경석,기업 고객,동해시,강원도,대한민국,OFF-FA-10001596,사무용품,파스너,"Stockwell Clamps, 12 Pack",119909.16,7,0.1,-2827.44,박진석,강원,,
699,2016-06-19,2016-06-20,특급 배송,SG-20080,조명석,소비자,송파구,서울특별시,대한민국,FUR-BO-10004230,가구,책장,"Bush Corner Shelving, Metal",377757,3,0,154866.6,김성식,수도권,,
700,2016-06-19,2016-06-20,특급 배송,SG-20080,조명석,소비자,송파구,서울특별시,대한민국,OFF-EN-10004462,사무용품,봉투,"Ames Peel and Seal, Security-Tint",64535.4,3,0,12209.4,김성식,수도권,,
710,2016-06-01,2016-06-03,특급 배송,CR-12580,서지선,홈 오피스,창원시,경상남도,대한민국,OFF-BI-10004369,사무용품,바인더,"Ibico Hole Reinforcements, Recycled",11245.5,3,0.5,-3167.1,최진수,영남,,
711,2016-06-01,2016-06-03,특급 배송,CR-12580,서지선,홈 오피스,창원시,경상남도,대한민국,OFF-LA-10004430,사무용품,라벨,"Avery Shipping Labels, Laser Printer Compatible",18130.5,3,0.5,-1147.5,최진수,영남,,
712,2016-06-01,2016-06-03,특급 배송,CR-12580,서지선,홈 오피스,창원시,경상남도,대한민국,OFF-BI-10000928,사무용품,바인더,"Ibico Binder, Clear",15238.8,2,0.5,-918,최진수,영남,,
713,2016-06-01,2016-06-03,특급 배송,CR-12580,서지선,홈 오피스,창원시,경상남도,대한민국,OFF-FA-10003833,사무용품,파스너,"OIC Thumb Tacks, Metal",21710.7,3,0.5,-18681.3,최진수,영남,,
714,2016-06-01,2016-06-03,특급 배송,CR-12580,서지선,홈 오피스,창원시,경상남도,대한민국,OFF-PA-10003252,사무용품,종이,"Xerox Note Cards, 8.5 x 11",140040.9,9,0.5,-140040.9,최진수,영남,,
715,2016-06-01,2016-06-03,특급 배송,CR-12580,서지선,홈 오피스,창원시,경상남도,대한민국,OFF-AR-10001208,사무용품,필기구,"Binney & Smith Canvas, Water Color",111261.6,4,0.5,-4528.8,최진수,영남,,
730,2016-12-11,2016-12-15,표준 배송,EH-14185,김금주,소비자,강북구,서울특별시,대한민국,TEC-CO-10002380,사무기기,복사기,"Canon Fax and Copier, High-Speed",347995.44,2,0.1,-7760.16,김성식,수도권,,
735,2016-12-21,2016-12-24,특급 배송,FC-14335,진규석,기업 고객,계양구,인천광역시,대한민국,OFF-EN-10002985,사무용품,봉투,"Cameo Peel and Seal, Recycled",121176,6,0,14504.4,김성식,수도권,,
761,2016-12-14,2016-12-16,특급 배송,Dl-13600,홍희윤,기업 고객,화성시,경기도,대한민국,OFF-SU-10004814,사무용품,일반 사무용품,"Fiskars Shears, High Speed",97185.6,2,0,32068.8,김성식,수도권,,
793,2016-11-03,2016-11-07,빠른 배송,PG-18895,전성수,소비자,청양군,충청남도,대한민국,OFF-BI-10000721,사무용품,바인더,"Ibico Binder Covers, Recycled",142902,10,0,5508,금나나,충청,,
807,2016-08-07,2016-08-11,표준 배송,CS-12130,허상재,소비자,신안군,전라남도,대한민국,OFF-FA-10001010,사무용품,파스너,"Stockwell Clamps, Metal",83684.88,8,0.47,-33329.52,정신,호남,,
808,2016-08-07,2016-08-11,표준 배송,CS-12130,허상재,소비자,신안군,전라남도,대한민국,OFF-EN-10001154,사무용품,봉투,"Kraft Clasp Envelope, Set of 50",9730.8,2,0.47,-8262,정신,호남,,
809,2016-08-07,2016-08-11,표준 배송,CS-12130,허상재,소비자,신안군,전라남도,대한민국,OFF-LA-10003338,사무용품,라벨,"Harbour Creations Removable Labels, 5000 Label Set",16785.63,3,0.47,-5429.97,정신,호남,,
810,2016-01-15,2016-01-19,빠른 배송,TH-21100,전병만,소비자,광산구,광주광역시,대한민국,TEC-PH-10001614,사무기기,전화기,"Motorola Audio Dock, VoIP",707716.8,4,0,198043.2,정신,호남,,
812,2016-09-23,2016-09-27,표준 배송,MC-18100,정희성,소비자,서초구,서울특별시,대한민국,OFF-PA-10003418,사무용품,종이,"Enermax Memo Slips, Multicolor",34822.8,2,0,11811.6,김성식,수도권,,
814,2016-09-01,2016-09-05,표준 배송,CR-12730,하준모,소비자,동대문구,서울특별시,대한민국,OFF-EN-10002700,사무용품,봉투,"Kraft Interoffice Envelope, with clear poly window",51469.2,2,0.5,-15483.6,김성식,수도권,,
815,2016-09-01,2016-09-05,표준 배송,CR-12730,하준모,소비자,동대문구,서울특별시,대한민국,TEC-CO-10003702,사무기기,복사기,"Brother Ink, Digital",74939.4,1,0.5,-1499.4,김성식,수도권,,
816,2016-09-01,2016-09-05,표준 배송,CR-12730,하준모,소비자,동대문구,서울특별시,대한민국,OFF-SU-10001731,사무용품,일반 사무용품,"Elite Letter Opener, High Speed",68085,5,0.5,-1377,김성식,수도권,,
817,2016-09-01,2016-09-05,표준 배송,CR-12730,하준모,소비자,동대문구,서울특별시,대한민국,TEC-CO-10002376,사무기기,복사기,"Hewlett Fax Machine, Laser",652636.8,4,0.5,-26193.6,김성식,수도권,,
818,2016-09-01,2016-09-05,표준 배송,CR-12730,하준모,소비자,동대문구,서울특별시,대한민국,FUR-FU-10001130,가구,가구류,"Rubbermaid Stacking Tray, Erganomic",22613.4,2,0.5,-10434.6,김성식,수도권,,
825,2016-08-28,2016-09-01,표준 배송,SO-20335,강희수,소비자,제주시,제주특별자치도,대한민국,FUR-BO-10000961,가구,책장,"Bush Stackable Bookrack, Pine",802350.36,7,0.1,231721.56,정신,호남,,
826,2016-08-28,2016-09-01,표준 배송,SO-20335,강희수,소비자,제주시,제주특별자치도,대한민국,OFF-SU-10002388,사무용품,일반 사무용품,"Elite Shears, Easy Grip",89284.68,2,0.1,1952.28,정신,호남,,
829,2016-12-18,2016-12-22,표준 배송,JH-15910,신주철,소비자,서구,대구광역시,대한민국,OFF-LA-10000471,사무용품,라벨,"Smead Shipping Labels, 5000 Label Set",24480,2,0,11016,최진수,영남,,
832,2016-06-22,2016-06-27,표준 배송,JH-15910,신주철,소비자,서구,대구광역시,대한민국,OFF-SU-10004236,사무용품,일반 사무용품,"Stiletto Letter Opener, Steel",25581.6,1,0,8415,최진수,영남,,
854,2016-10-07,2016-10-12,표준 배송,SZ-20035,백혜슬,홈 오피스,동래구,부산광역시,대한민국,OFF-PA-10000694,사무용품,종이,"Green Bar Message Books, Premium",26692.38,2,0.45,-6355.62,최진수,영남,,
856,2016-10-06,2016-10-09,특급 배송,BD-11500,성선엽,소비자,군포시,경기도,대한민국,TEC-MA-10001627,사무기기,전산기기,"Konica Printer, White",901629,4,0.17,238955.4,김성식,수도권,,
857,2016-06-13,2016-06-16,빠른 배송,KH-16690,고서준,기업 고객,시흥시,경기도,대한민국,OFF-SU-10004177,사무용품,일반 사무용품,"Fiskars Box Cutter, Easy Grip",102283.56,3,0.1,13604.76,김성식,수도권,,
858,2016-06-13,2016-06-16,빠른 배송,KH-16690,고서준,기업 고객,시흥시,경기도,대한민국,TEC-CO-10001674,사무기기,복사기,"Sharp Personal Copier, Color",222963.84,2,0.1,69351.84,김성식,수도권,,
859,2016-06-13,2016-06-16,빠른 배송,KH-16690,고서준,기업 고객,시흥시,경기도,대한민국,FUR-CH-10001664,가구,의자,"Novimex Swivel Stool, Black",446230.62,3,0.1,59477.22,김성식,수도권,,
860,2016-06-13,2016-06-16,빠른 배송,KH-16690,고서준,기업 고객,시흥시,경기도,대한민국,OFF-BI-10003713,사무용품,바인더,"Wilson Jones Index Tab, Economy",11842.2,2,0.1,3519,김성식,수도권,,
861,2016-06-13,2016-06-16,빠른 배송,KH-16690,고서준,기업 고객,시흥시,경기도,대한민국,OFF-BI-10004078,사무용품,바인더,"Wilson Jones 3-Hole Punch, Clear",75597.3,3,0.1,5003.1,김성식,수도권,,
876,2016-10-18,2016-10-20,특급 배송,AB-10165,고진아,소비자,동구,인천광역시,대한민국,OFF-SU-10001731,사무용품,일반 사무용품,"Acme Letter Opener, Serrated",27448.2,2,0.5,-6640.2,김성식,수도권,,
887,2016-10-12,2016-10-15,특급 배송,CC-12550,서혜진,소비자,동구,부산광역시,대한민국,OFF-EN-10004958,사무용품,봉투,"Cameo Manila Envelope, Security-Tint",59976,2,0,19155.6,최진수,영남,IN-2016-69870,Yes
888,2016-10-12,2016-10-15,특급 배송,CC-12550,서혜진,소비자,동구,부산광역시,대한민국,FUR-CH-10004196,가구,의자,"Novimex Swivel Stool, Red",670996.8,4,0,167688,최진수,영남,IN-2016-69870,Yes
893,2016-11-25,2016-11-27,빠른 배송,RD-19900,노나연,소비자,동구,대구광역시,대한민국,TEC-CO-10004404,사무기기,복사기,"Brother Copy Machine, High-Speed",1872750.6,7,0,767692.8,최진수,영남,,
894,2016-11-25,2016-11-27,빠른 배송,RD-19900,노나연,소비자,동구,대구광역시,대한민국,FUR-BO-10001934,가구,책장,"Bush Library with Doors, Metal",1484222.4,4,0,118728,최진수,영남,,
895,2016-11-25,2016-11-27,빠른 배송,RD-19900,노나연,소비자,동구,대구광역시,대한민국,FUR-FU-10001640,가구,가구류,"Eldon Photo Frame, Black",177816.6,3,0,65728.8,최진수,영남,,
918,2016-08-15,2016-08-17,특급 배송,JO-15550,민선우,홈 오피스,나주시,전라남도,대한민국,TEC-AC-10004704,사무기기,악세사리,"SanDisk Numeric Keypad, USB",27111.6,1,0.5,-11413.8,정신,호남,,
919,2016-08-15,2016-08-17,특급 배송,JO-15550,민선우,홈 오피스,나주시,전라남도,대한민국,TEC-AC-10001022,사무기기,악세사리,"SanDisk Flash Drive, USB",40545,2,0.5,-24327,정신,호남,,
926,2016-05-22,2016-05-29,표준 배송,DK-12835,이대영,기업 고객,구례군,전라남도,대한민국,OFF-PA-10003416,사무용품,종이,"Green Bar Parchment Paper, Recycled",55841.94,6,0.45,-35590.86,정신,호남,,
929,2016-03-15,2016-03-15,당일 배송,JE-15610,현천희,기업 고객,관악구,서울특별시,대한민국,OFF-PA-10004673,사무용품,종이,"Enermax Message Books, 8.5 x 11",54345.6,2,0,14076,김성식,수도권,IN-2016-39889,Yes
930,2016-03-15,2016-03-15,당일 배송,JE-15610,현천희,기업 고객,관악구,서울특별시,대한민국,OFF-BI-10004140,사무용품,바인더,"Cardinal Index Tab, Clear",47980.8,7,0,21420,김성식,수도권,IN-2016-39889,Yes
936,2016-05-17,2016-05-22,표준 배송,SC-20695,현은영,기업 고객,상주시,경상북도,대한민국,OFF-LA-10000869,사무용품,라벨,"Harbour Creations Removable Labels, Adjustable",87638.4,8,0,30600,최진수,영남,,
937,2016-11-03,2016-11-07,표준 배송,JG-15115,진미혜,소비자,괴산군,충청북도,대한민국,OFF-EN-10000315,사무용품,봉투,"Jiffy Business Envelopes, Security-Tint",48837.6,3,0,9271.8,금나나,충청,,
945,2016-06-08,2016-06-12,표준 배송,ML-18265,유일,소비자,서구,인천광역시,대한민국,TEC-MA-10001711,사무기기,전산기기,"Konica Phone, White",86292,1,0,20685.6,김성식,수도권,,
946,2016-06-08,2016-06-12,표준 배송,ML-18265,유일,소비자,서구,인천광역시,대한민국,FUR-BO-10000402,가구,책장,"Sauder Stackable Bookrack, Traditional",447616.8,3,0,67105.8,김성식,수도권,,
957,2016-02-03,2016-02-09,표준 배송,SV-20365,원철규,소비자,용인시,경기도,대한민국,OFF-ST-10002834,사무용품,수납용품,"Smead File Cart, Single Width",788745.6,6,0,165607.2,김성식,수도권,,
958,2016-02-03,2016-02-09,표준 배송,SV-20365,원철규,소비자,용인시,경기도,대한민국,TEC-PH-10004680,사무기기,전화기,"Samsung Speaker Phone, with Caller ID",1131343.2,9,0,508939.2,김성식,수도권,,
959,2016-02-03,2016-02-09,표준 배송,SV-20365,원철규,소비자,용인시,경기도,대한민국,OFF-ST-10003150,사무용품,수납용품,"Smead Lockers, Wire Frame",1208638.8,6,0,132926.4,김성식,수도권,,
960,2016-02-03,2016-02-09,표준 배송,SV-20365,원철규,소비자,용인시,경기도,대한민국,OFF-BI-10002881,사무용품,바인더,"Wilson Jones Binding Machine, Economy",249696,5,0,4896,김성식,수도권,,
975,2016-08-16,2016-08-19,특급 배송,KN-16390,한민철,기업 고객,남구,울산광역시,대한민국,FUR-BO-10003206,가구,책장,"Sauder Floating Shelf Set, Pine",119909.16,1,0.4,-59957.64,최진수,영남,,
976,2016-09-18,2016-09-18,당일 배송,TB-21175,김병철,기업 고객,울주군,울산광역시,대한민국,OFF-BI-10001266,사무용품,바인더,"Acco 3-Hole Punch, Economy",76498.776,3,0.17,-1898.424,최진수,영남,,
980,2016-06-21,2016-06-21,당일 배송,TH-21100,전병만,소비자,광산구,광주광역시,대한민국,FUR-FU-10000394,가구,가구류,"Rubbermaid Photo Frame, Durable",119413.44,3,0.2,40281.84,정신,호남,,
981,2016-09-25,2016-10-02,표준 배송,PV-18985,권현숙,홈 오피스,태안군,충청남도,대한민국,TEC-PH-10003927,사무기기,전화기,"Nokia Audio Dock, with Caller ID",170074.8,2,0.5,-40820.4,금나나,충청,,
983,2016-09-04,2016-09-09,표준 배송,AS-10045,최호영,기업 고객,양주시,경기도,대한민국,FUR-CH-10000027,가구,의자,"SAFCO Executive Leather Armchair, Black",683542.8,2,0.27,-131090.4,김성식,수도권,,
1015,2016-11-02,2016-11-06,표준 배송,TB-21595,백인수,소비자,안산시,경기도,대한민국,FUR-CH-10002213,가구,의자,"Hon Executive Leather Armchair, Black",932565.6,2,0,93207.6,김성식,수도권,IN-2016-30572,Yes
1016,2016-11-02,2016-11-06,표준 배송,TB-21595,백인수,소비자,안산시,경기도,대한민국,OFF-BI-10003784,사무용품,바인더,"Ibico Index Tab, Economy",63709.2,6,0,29192.4,김성식,수도권,IN-2016-30572,Yes
1017,2016-11-02,2016-11-06,표준 배송,TB-21595,백인수,소비자,안산시,경기도,대한민국,OFF-LA-10003973,사무용품,라벨,"Hon Removable Labels, Laser Printer Compatible",30844.8,3,0,5508,김성식,수도권,IN-2016-30572,Yes
1018,2016-11-02,2016-11-06,표준 배송,TB-21595,백인수,소비자,안산시,경기도,대한민국,FUR-FU-10004811,가구,가구류,"Eldon Door Stop, Erganomic",99511.2,2,0,23868,김성식,수도권,IN-2016-30572,Yes
1031,2016-05-11,2016-05-15,표준 배송,CY-12745,고정민,기업 고객,금천구,서울특별시,대한민국,FUR-CH-10000974,가구,의자,"Harbour Creations Executive Leather Armchair, Black",705300.012,2,0.27,28978.812,김성식,수도권,,
1035,2016-06-26,2016-07-01,표준 배송,LH-16900,김차연,소비자,전주시,전라북도,대한민국,OFF-EN-10003413,사무용품,봉투,"Jiffy Interoffice Envelope, with clear poly window",254898,5,0,73899,정신,호남,,
1036,2016-02-23,2016-02-27,표준 배송,KH-16360,남한빛,소비자,안성시,경기도,대한민국,OFF-ST-10003154,사무용품,수납용품,"Fellowes Shelving, Industrial",214151.04,4,0.1,11823.84,김성식,수도권,,
1037,2016-02-23,2016-02-27,표준 배송,KH-16360,남한빛,소비자,안성시,경기도,대한민국,FUR-FU-10002223,가구,가구류,"Deflect-O Stacking Tray, Durable",23216.22,1,0.1,3846.42,김성식,수도권,,
1038,2016-02-23,2016-02-27,표준 배송,KH-16360,남한빛,소비자,안성시,경기도,대한민국,FUR-FU-10004064,가구,가구류,"Rubbermaid Door Stop, Erganomic",77883.12,2,0.1,31983.12,김성식,수도권,,
1039,2016-02-23,2016-02-27,표준 배송,KH-16360,남한빛,소비자,안성시,경기도,대한민국,OFF-BI-10002446,사무용품,바인더,"Wilson Jones Binder, Economy",11952.36,1,0.1,1181.16,김성식,수도권,,
1040,2016-02-23,2016-02-27,표준 배송,KH-16360,남한빛,소비자,안성시,경기도,대한민국,OFF-BI-10004250,사무용품,바인더,"Cardinal 3-Hole Punch, Recycled",133844.4,5,0.1,28121.4,김성식,수도권,,
1041,2016-02-23,2016-02-27,표준 배송,KH-16360,남한빛,소비자,안성시,경기도,대한민국,FUR-FU-10001640,가구,가구류,"Eldon Photo Frame, Black",160034.94,3,0.1,47947.14,김성식,수도권,,
1042,2016-02-23,2016-02-27,표준 배송,KH-16360,남한빛,소비자,안성시,경기도,대한민국,OFF-SU-10002709,사무용품,일반 사무용품,"Fiskars Letter Opener, Easy Grip",108507.6,4,0.1,37270.8,김성식,수도권,,
1051,2016-05-02,2016-05-08,표준 배송,MM-17260,홍찬호,소비자,서산시,충청남도,대한민국,OFF-AP-10001305,사무용품,가전,"Breville Microwave, White",1376311.5,5,0.1,397570.5,금나나,충청,,
1052,2016-10-27,2016-10-31,빠른 배송,TP-21565,권윤찬,기업 고객,화순군,전라남도,대한민국,OFF-LA-10003435,사무용품,라벨,"Harbour Creations File Folder Labels, Laser Printer Compatible",40070.7,5,0.1,11000.7,정신,호남,,
1053,2016-10-27,2016-10-31,빠른 배송,TP-21565,권윤찬,기업 고객,화순군,전라남도,대한민국,OFF-SU-10001697,사무용품,일반 사무용품,"Fiskars Scissors, Easy Grip",113740.2,5,0.1,23929.2,정신,호남,,
1056,2016-02-07,2016-02-12,표준 배송,MS-17530,민해성,소비자,수성구,대구광역시,대한민국,OFF-FA-10003631,사무용품,파스너,"Advantus Paper Clips, Metal",27295.2,2,0,10587.6,최진수,영남,,
1057,2016-02-07,2016-02-12,표준 배송,MS-17530,민해성,소비자,수성구,대구광역시,대한민국,OFF-AR-10001336,사무용품,필기구,"Binney & Smith Pens, Blue",158324.4,13,0,28243.8,최진수,영남,,
1063,2016-01-28,2016-01-30,빠른 배송,MF-17665,류동엽,기업 고객,안동시,경상북도,대한민국,OFF-FA-10003596,사무용품,파스너,"Stockwell Push Pins, Bulk Pack",26383.32,2,0.1,5514.12,최진수,영남,,
1064,2016-01-28,2016-01-30,빠른 배송,MF-17665,류동엽,기업 고객,안동시,경상북도,대한민국,TEC-MA-10002931,사무기기,전산기기,"Okidata Calculator, Durable",384899.04,8,0.1,81102.24,최진수,영남,,
1070,2016-12-20,2016-12-24,표준 배송,MW-18235,한정아,기업 고객,부천시,경기도,대한민국,OFF-PA-10001006,사무용품,종이,"Eaton Message Books, Recycled",56429.46,3,0.1,19984.86,김성식,수도권,,
1071,2016-12-20,2016-12-24,표준 배송,MW-18235,한정아,기업 고객,부천시,경기도,대한민국,OFF-AR-10002747,사무용품,필기구,"Boston Canvas, Fluorescent",50398.2,1,0.1,16799.4,김성식,수도권,,
1072,2016-12-20,2016-12-24,표준 배송,MW-18235,한정아,기업 고객,부천시,경기도,대한민국,TEC-PH-10001457,사무기기,전화기,"Apple Smart Phone, Full Size",1755675,3,0.1,19461.6,김성식,수도권,,
1100,2016-10-03,2016-10-08,표준 배송,NC-18415,윤성주,소비자,함평군,전라남도,대한민국,OFF-BI-10004181,사무용품,바인더,"Avery 3-Hole Punch, Clear",125444.7,5,0.1,1361.7,정신,호남,,
1108,2016-11-01,2016-11-08,표준 배송,MZ-17335,황명희,홈 오피스,구미시,경상북도,대한민국,TEC-MA-10000345,사무기기,전산기기,"Konica Phone, Red",535542.84,7,0.1,47595.24,최진수,영남,,
1109,2016-11-01,2016-11-08,표준 배송,MZ-17335,황명희,홈 오피스,구미시,경상북도,대한민국,OFF-PA-10004337,사무용품,종이,"Eaton Computer Printout Paper, Premium",73118.7,3,0.1,29972.7,최진수,영남,,
1140,2016-01-27,2016-01-27,당일 배송,TG-21640,구경주,소비자,의정부시,경기도,대한민국,FUR-CH-10001382,가구,의자,"Office Star Chairmat, Red",134272.8,2,0,65790,김성식,수도권,,
1141,2016-01-27,2016-01-27,당일 배송,TG-21640,구경주,소비자,의정부시,경기도,대한민국,FUR-BO-10000666,가구,책장,"Ikea 3-Shelf Cabinet, Mobile",1035014.4,7,0,144799.2,김성식,수도권,,
